key,zh-CN,zh-Hant,en-US,es,fr,it,ja,kr
telemetry.tooltip.HAND_BRAKE,手刹激活时触发灯效,手剎激活時觸發燈效,Trigger lighting effects when the handbrake is activated,Activar efectos de luz al activar el freno de mano,Déclencher des effets lumineux lors de l'activation du frein à main,Attiva gli effetti di illuminazione quando viene azionato il freno a mano,サイドブレーキが作動したときにライトエフェクトをトリガー,핸드 브레이크 활성화 시 조명 효과 트리거
telemetry.tooltip.IS_IN_PIT,车辆进入维修区范围时触发的灯效,車輛進入維修區範圍時觸發的燈效,Trigger light effect when the vehicle enters the pit lane area,Activar efecto de luz al entrar el vehículo en el área del pit lane,Déclencher l'effet lumineux lorsque le véhicule entre dans la zone des stands,Attivare l'effetto luminoso quando il veicolo entra nell'area della corsia box,車両がピットレーンエリアに入るときにライトエフェクトをトリガー,차량이 피트 레인 구역에 진입할 때 조명 효과 트리거됩니다
telemetry.tooltip.LEFT_CAR_SPOTTER,左侧检测到车辆触发灯效,左側檢測到車輛觸發燈效,Lighting effect triggered when a vehicle is detected on the left side,Efecto de iluminación activado al detectar un vehículo en el lado izquierdo,Effet lumineux déclenché lorsqu'un véhicule est détecté sur la gauche,Effetto luminoso attivato quando un veicolo viene rilevato sul lato sinistro,左側で車両が検出された場合にライトエフェクトがトリガーされます,왼쪽에서 차량이 감지될 때 조명 효과가 트리거됩니다
telemetry.tooltip.LEFT_INDICATOR,打开左转向灯触发灯效,打開左轉向燈觸發燈效,Lighting effect triggered when the left turn signal is activated,Efecto de iluminación activado al encender el intermitente izquierdo,Effet lumineux déclenché lors de l'activation du clignotant gauche,Effetto luminoso attivato quando si accende la freccia sinistra,左ウインカーを作動させたときにライトエフェクトがトリガーされます,좌회전 신호등을 켤 때 조명 효과가 트리거됩니다
telemetry.tooltip.PIT_LIMITER,激活维修区限速器时触发灯效,激活維修區限速器時觸發燈效,Trigger light effect when pit limiter is activated,Activar efecto de luz al activar el limitador de velocidad del pit lane,Déclencher l'effet lumineux lorsque le limiteur de vitesse des stands est activé,Attivare l'effetto luminoso quando il limitatore della corsia box è attivato,ピットリミッターが作動したときにライトエフェクトをトリガー,피트 리미터가 활성화될 때 조명 효과 트리거됩니다
telemetry.tooltip.RIGHT_CAR_SPOTTER,右侧检测到车辆触发灯效,右側檢測到車輛觸發燈效,Lighting effect triggered when a vehicle is detected on the right side,Efecto de iluminación activado al detectar un vehículo en el lado derecho,Effet lumineux déclenché lorsqu'un véhicule est détecté sur la droite,Effetto luminoso attivato quando un veicolo viene rilevato sul lato destro,右側で車両が検出された場合にライトエフェクトがトリガーされます,오른쪽에서 차량이 감지될 때 조명 효과가 트리거됩니다
telemetry.tooltip.RIGHT_INDICATOR,打开右转向灯触发灯效,打開右轉向燈觸發燈效,Lighting effect triggered when the right turn signal is activated,Efecto de iluminación activado al encender el intermitente derecho,Effet lumineux déclenché lors de l'activation du clignotant droit,Effetto luminoso attivato quando si accende la freccia destra,右ウインカーを作動させたときにライトエフェクトがトリガーされます,우회전 신호등을 켤 때 조명 효과가 트리거됩니다
telemetry.tooltip.RPM,根据当前RPM动态调整灯效,根據當前RPM動態調整燈效,Adjust light effects dynamically based on current RPM,Ajustar los efectos de luz dinámicamente según las RPM actuales,Ajuster les effets lumineux dynamiquement en fonction du régime moteur actuel,Regola dinamicamente gli effetti luminosi in base agli RPM attuali,現在のRPMに基づいてライトエフェクトを動的に調整,현재 RPM에 따라 조명 효과를 다이나믹하게 조정
telemetry.tooltip.RPM_REDLINE,引擎转速接近或达到红线区域,引擎轉速接近或達到紅線區域,Engine RPM approaching or reaching the redline zone,Las RPM del motor se acercan o alcanzan la zona de línea roja,Régime moteur approchant ou atteignant la zone rouge,I giri del motore si avvicinano o raggiungono la zona del limite rosso,エンジンの回転数がレッドライン領域に近づく、または到達,엔진 RPM이 레드라인 구역에 근접하거나 도달
telemetry.tooltip.SPEED,根据速度动态调整灯效设置,根據速度動態調整燈效,Dynamically adjust lighting effects based on speed,Ajustar dinámicamente los efectos de iluminación según la velocidad,Ajuster dynamiquement les effets lumineux en fonction de la vitesse,Regolare dinamicamente gli effetti luminosi in base alla velocità,速度に基づいて動的にライトエフェクトを調整,속도에 따라 조명 효과를 다이나믹하게 조정
telemetry.tooltip.STATIC_EFFECT,设备默认的静态灯光效果,設備默認的靜態燈光效果,Default static lighting effect of the device,Efecto de iluminación estática predeterminado del dispositivo,Effet d'éclairage statique par défaut de l'appareil,Effetto di illuminazione statica predefinito del dispositivo,デバイスのデフォルト静的ライティング効果,장치의 기본 조명 효과
telemetry.tooltip.TC enabled,牵引力控制系统已开启,牽引力控制系統已開啟,Traction control system enabled,Sistema de control de tracción activado,Système de contrôle de traction activé,Sistema di controllo della trazione abilitato,トラクションコントロールシステムが有効になりました,트랙션 컨트롤 시스템 활성화됩니다
telemetry.tooltip.TC_ACTIVE,车辆加速时TC介入，触发灯效,車輛加速時TC介入，觸發燈效,"TC intervenes during vehicle acceleration, triggering the lighting effect","El TC interviene durante la aceleración del vehículo, activando el efecto de iluminación","Le TC intervient lors de l'accélération du véhicule, déclenchant l'effet lumineux","Il TC interviene durante l'accelerazione del veicolo, attivando l'effetto luminoso",車両加速時にTCが介入し、ライトエフェクトをトリガーします,차량 가속 시 TC가 개입하면 조명 효과를 활성화합니다
telemetry.tooltip.THROTTLE,根据油门位置动态调整灯效,根據油門位置動態調整燈效,Adjust lighting effects dynamically based on throttle position,Ajustar dinámicamente los efectos de luz según la posición del acelerador,Ajuster les effets lumineux dynamiquement en fonction de la position de l'accélérateur,Regola dinamicamente gli effetti di illuminazione in base alla posizione dell'acceleratore,スロットル位置に応じて動的にライトエフェクトを調整,스로틀 위치에 따라 다이나믹하게 조명 효과 조정
telemetry.value,数值,數值,Value,Valor,Valeur,Valore,数値,값
theme.black,极夜黑,極夜黑,Extreme Black,Negro,Noir extrême,Extreme Black,黒,익스트림 블랙
theme.blue,秘境蓝,祕境藍,Mystery Blue,Azul,Bleu mystère,Mystery Blue,青,미스테리 블루
theme.pink,霞樱粉,霞櫻粉,Vibrant Pink,Rosa,Rose,Vibrant Pink,ピンク,핑크
theme.purple,龙胆紫,龍膽紫,Bravo Purple,Morado,Bravo Purple,Bravo Purple,紫,브라보 퍼플
theme.simagic,速魔红,速魔紅,Simagic Red,Rojo,Rouge Simagic,Simagic Red,シマジック レッド,Simagic 레드
titlebar.SDBFileMissing,速魔设备服务丢失  请尝试关闭杀毒软件后重新安装SimPro,速魔設備服務遺失 請嘗試關閉防毒軟體後重新安裝SimPro,"Simagic Device Service lost, Please try close all anti-virus program then reinstall SimPro","El servicio de dispositivos Simagic perdio la conexión, Por favor cierra el antivirus y luego reinstale el SimPro","La liaison Simagic Device Service est perdu. Veuillez fermer tous les programmes antivirus, puis réinstaller SimPro","Simagic Device Service non trovato, prova a chiudere tutti i tuoi programmi anti-virus e reinstalla Sim-Pro",Simagicデバイスサービスが失われました。すべてのウイルス対策ソフトを終了し、SimProを再インストールしてください,"심매직소프트웨어가 멈추었으니, 모든 안티바이러스 프로그램을 종료한 뒤에 심프로를 재설치해주십시오"
titlebar.SDBSimagicDeviceServiceException,SDB速魔设备服务异常,SDB速魔設備服務異常,SDB Simagic Device Service Unavaliable,Servicio de dispositivo SDB Simagic no disponible,Service de périphérique SDB Simagic indisponible,SDB Simagic Device Service Non Disponibile,SDB Simagicデバイスサービスは使用できません,SDB Simagic Device Service 사용 불가
titlebar.SimProMayNotWorkProperly,请检查设备USB连接状态是否正常并重新启动Simpro2,請檢查設備USB連接狀態是否正常，並重新啟動Simpro2,Please ensure the device's USB connection is secure and restart Simpro2,Asegúrese de que la conexión USB del dispositivo esté segura y reinicie Simpro2,Veuillez vous assurer que la connexion USB de l'appareil est sécurisée et redémarrez Simpro2,Assicurarsi che la connessione USB del dispositivo sia sicura e riavviare Simpro2.,デバイスのUSB接続が確実であることを確認し、Simpro2を再起動してください,장치의 USB 연결이 안전한지 확인하고 Simpro2를 다시 시작하세요
titlebar.cloudServicesWillBeUnavailable,云服务将无法使用,雲服務將無法使用,Cloud Service will NOT be available,El servicio en la nube NO estará disponible,Le service cloud ne sera PAS disponible,Il Servizio Cloud NON sarà disponibile,クラウドサービスはご利用いただけません,클라우드 서비스 사용 불가
titlebar.isRunning,正在运行,正在運行,is Running,en uso,est en cours d'exécution,Operativo,実行中,실행중입니다
titlebar.unableToConnectToInternet,您似乎无法连接到互联网,您似乎無法連接到互聯網,Unable To Connect To Internet,No se puede conectar a Internet,Impossible de se connecter à Internet,Impossibile Collegarsi a Internet,インターネットに接続できません,인터넷에 연결할 수 없음
tooltips.confirmDelete,您确定要删除它吗?删除后，此预设将不再保存在本地。,您確定要刪除它嗎?刪除後，此預設將不再保存在本地。,"Are you sure you want to delete it? After deletion, this preset will no longer be saved locally",¿Seguro que quieres eliminarlo? Después de eliminar este preset ya no se guardará localmente.,"Êtes-vous sûr de vouloir le supprimer? Après suppression, ce preset ne sera plus enregistré localement.","Siete sicuri di volerla cancellare? Dopo la cancellazione, questa condizione non sarà più conservata a livello locale.",削除しますか?削除後、このプリセットはローカルに保存されなくなります。,정말로 삭제하시겠습니까?삭제하면 미리 설정한 값을 더 이상 로컬에 저장하지 않습니다.
tooltips.confirmRevert,您确定要恢复到更改前的预设吗?,您確定要恢復到更改前的預設嗎?,Are you sure you want to restore to the preset before the changes?,¿Está seguro de que desea volver a los presets anteriores a los cambios?,"Êtes-vous sûr de vouloir le supprimer? Après suppression, ce preset ne sera plus enregistré localement.",Siete sicuri di tornare ai presupposti che hanno preceduto il cambiamento?,変更前の設定に戻すことは確実でしょうか?,변경하기 전에 미리 설정한 값으로 돌아가시겠습니까?
upgrade.adjustableRange,可调范围,可調範圍,Adjustable Range,rango ajustable,plage réglable,gamma regolabile,調整可能な範囲,조정 가능한 범위
upgrade.doUpgrade,升级扭矩,升級扭矩,Upgrade Torque,Actualizar el par,Mise à niveau du couple,Aggiornamento della coppia,トルクのアップグレード,토크 업그레이드
upgrade.howToUpgrade,了解如何升级扭矩,了解如何升級扭矩,Learn How To Upgrade Torque,Descubra cómo actualizar torque,Découvrez comment améliorer torque,Capire come migliorare la coppia,トルクをアップグレードする方法を知ります,어떻게 토크를 업그레이드하는지 알아
upgrade.mechanicalDamping,机械阻尼,機械阻尼,Mechanical Damping,Amortiguación mecánica,Amortissement mécanique,Smorzamento meccanico,機械的ダンピング,기계적 감쇠
upgrade.mechanicalFriction,机械摩擦,機械摩擦,Mechanical Friction,Fricción mecánica,Friction mécanique,Attrito meccanico,機械的摩擦,기계적 마찰
upgrade.mechanicalInertia,机械惯量,機械慣量,Mechanical Inertia,Inercia mecánica,Inertie mécanique,Inerzia meccanica,機械的慣性,기계적 관성
upgrade.selectableTorque,可选扭矩,可選扭矩,Selectable Torque,par seleccionable,couple sélectionnable,coppia selezionabile,選択可能なトルク,선택 가능한 토
upgrade.slowrate,转矩率,扭矩率,Slowrate,Tasa de par,Taux de couple,Tasso di coppia,トルクレート,토크 비율
